Source,Target,Weight,Mission Report Id,Mission Report Title,Mission Brief Id,Mission Brief Title,Campaign Id,Campaign Title
"4","823","<[2012-05-09T00:08:39.000, 2015-02-02T23:08:39.000, 1]>",,,,,,
"4","10","<[2011-11-09T19:03:00.000, 2011-12-13T18:42:01.000, 1); [2011-12-13T18:42:01.000, 2012-01-09T16:06:06.000, 2); [2012-01-09T16:06:06.000, 2012-03-22T14:12:31.000, 3); [2012-03-22T14:12:31.000, 2012-08-28T16:35:52.000, 4); [2012-08-28T16:35:52.000, 2012-09-13T01:21:54.000, 5); [2012-09-13T01:21:54.000, 2014-08-05T20:03:00.000, 6); [2014-08-05T20:03:00.000, 2014-09-08T19:42:01.000, 5); [2014-09-08T19:42:01.000, 2014-10-05T17:06:06.000, 4); [2014-10-05T17:06:06.000, 2014-12-17T14:12:31.000, 3); [2014-12-17T14:12:31.000, 2015-05-25T16:35:52.000, 2); [2015-05-25T16:35:52.000, 2015-06-10T01:21:54.000, 1]>",,,,,,
"4","532","<[2012-02-24T22:11:57.000, 2014-11-20T22:11:57.000, 1]>",,,,,,
"439","474","<[2012-05-10T11:03:37.000, 2015-02-04T10:03:37.000, 1]>",,,,,,
"9","10","<[2012-01-09T19:05:55.000, 2014-10-05T20:05:55.000, 1]>",,,,,,
"811","474","<[2012-06-12T21:00:14.000, 2015-03-09T20:00:14.000, 1]>",,,,,,
"11","684","<[2012-06-26T17:55:57.000, 2015-03-23T16:55:57.000, 1]>",,,,,,
"812","11","<[2012-06-27T06:47:49.000, 2015-03-24T05:47:49.000, 1]>",,,,,,
"863","8","<[2012-06-05T20:45:53.000, 2015-03-02T19:45:53.000, 1]>",,,,,,
"780","778","<[2012-05-10T14:47:04.000, 2015-02-04T13:47:04.000, 1]>",,,,,,
"4","810","<[2012-05-08T14:40:22.000, 2015-02-02T13:40:22.000, 1]>",,,,,,
"5","266","<[2012-04-16T16:06:34.000, 2012-04-16T16:11:39.000, 1); [2012-04-16T16:11:39.000, 2015-01-11T15:06:34.000, 2); [2015-01-11T15:06:34.000, 2015-01-11T15:11:39.000, 1]>",,,,,,
"644","4","<[2012-04-03T15:29:50.000, 2012-04-10T18:28:12.000, 1); [2012-04-10T18:28:12.000, 2012-04-10T18:59:01.000, 2); [2012-04-10T18:59:01.000, 2014-12-29T14:29:50.000, 3); [2014-12-29T14:29:50.000, 2015-01-05T17:28:12.000, 2); [2015-01-05T17:28:12.000, 2015-01-05T17:59:01.000, 1]>",,,,,,
"369","532","<[2012-02-29T10:46:28.000, 2014-11-25T10:46:28.000, 1]>",,,,,,
"5","454","<[2012-09-25T12:57:11.000, 2015-06-22T12:57:11.000, 1]>",,,,,,
"4","1299","<[2012-10-11T09:28:06.000, 2012-10-14T00:56:29.000, 1); [2012-10-14T00:56:29.000, 2012-10-16T15:25:02.000, 2); [2012-10-16T15:25:02.000, 2012-10-23T14:09:28.000, 3); [2012-10-23T14:09:28.000, 2012-10-23T14:35:47.000, 4); [2012-10-23T14:35:47.000, 2012-10-23T14:43:50.000, 5); [2012-10-23T14:43:50.000, 2012-10-23T14:55:44.000, 6); [2012-10-23T14:55:44.000, 2012-10-23T16:04:44.000, 7); [2012-10-23T16:04:44.000, 2012-10-26T16:39:06.000, 8); [2012-10-26T16:39:06.000, 2012-10-28T01:44:06.000, 9); [2012-10-28T01:44:06.000, 2012-11-15T12:19:24.000, 10); [2012-11-15T12:19:24.000, 2012-12-02T01:45:37.000, 11); [2012-12-02T01:45:37.000, 2012-12-02T12:25:59.000, 12); [2012-12-02T12:25:59.000, 2015-07-08T09:28:06.000, 13); [2015-07-08T09:28:06.000, 2015-07-11T00:56:29.000, 12); [2015-07-11T00:56:29.000, 2015-07-13T15:25:02.000, 11); [2015-07-13T15:25:02.000, 2015-07-20T14:09:28.000, 10); [2015-07-20T14:09:28.000, 2015-07-20T14:35:47.000, 9); [2015-07-20T14:35:47.000, 2015-07-20T14:43:50.000, 8); [2015-07-20T14:43:50.000, 2015-07-20T14:55:44.000, 7); [2015-07-20T14:55:44.000, 2015-07-20T16:04:44.000, 6); [2015-07-20T16:04:44.000, 2015-07-23T16:39:06.000, 5); [2015-07-23T16:39:06.000, 2015-07-25T01:44:06.000, 4); [2015-07-25T01:44:06.000, 2015-08-12T13:19:24.000, 3); [2015-08-12T13:19:24.000, 2015-08-29T02:45:37.000, 2); [2015-08-29T02:45:37.000, 2015-08-29T13:25:59.000, 1]>",,,,,,
"64","704","<[2012-04-13T05:42:40.000, 2012-04-18T05:19:05.000, 1); [2012-04-18T05:19:05.000, 2012-04-24T05:21:09.000, 2); [2012-04-24T05:21:09.000, 2012-04-27T17:41:39.000, 3); [2012-04-27T17:41:39.000, 2015-01-08T04:42:40.000, 4); [2015-01-08T04:42:40.000, 2015-01-13T04:19:05.000, 3); [2015-01-13T04:19:05.000, 2015-01-19T04:21:09.000, 2); [2015-01-19T04:21:09.000, 2015-01-22T16:41:39.000, 1]>",,,,,,
"4","912","<[2012-08-10T11:09:48.000, 2015-05-07T11:09:48.000, 1]>",,,,,,
"245","64","<[2012-06-05T22:49:40.000, 2015-03-02T21:49:40.000, 1]>",,,,,,
"37","890","<[2012-05-28T22:21:43.000, 2015-02-22T21:21:43.000, 1]>",,,,,,
"4","780","<[2012-05-10T18:30:57.000, 2015-02-04T17:30:57.000, 1]>",,,,,,
"166","4","<[2011-12-04T16:02:52.000, 2011-12-08T23:20:48.000, 1); [2011-12-08T23:20:48.000, 2011-12-10T18:29:26.000, 2); [2011-12-10T18:29:26.000, 2011-12-11T15:07:15.000, 3); [2011-12-11T15:07:15.000, 2011-12-16T15:21:28.000, 4); [2011-12-16T15:21:28.000, 2014-08-30T17:02:52.000, 5); [2014-08-30T17:02:52.000, 2014-09-04T00:20:48.000, 4); [2014-09-04T00:20:48.000, 2014-09-05T19:29:26.000, 3); [2014-09-05T19:29:26.000, 2014-09-06T16:07:15.000, 2); [2014-09-06T16:07:15.000, 2014-09-11T16:21:28.000, 1]>",,,,,,
"540","468","<[2012-04-16T16:20:26.000, 2012-04-17T20:27:54.000, 1); [2012-04-17T20:27:54.000, 2012-04-24T12:33:14.000, 2); [2012-04-24T12:33:14.000, 2012-05-14T16:25:07.000, 3); [2012-05-14T16:25:07.000, 2012-05-14T16:54:50.000, 4); [2012-05-14T16:54:50.000, 2012-05-14T19:53:22.000, 5); [2012-05-14T19:53:22.000, 2012-06-04T12:21:36.000, 6); [2012-06-04T12:21:36.000, 2015-01-11T15:20:26.000, 7); [2015-01-11T15:20:26.000, 2015-01-12T19:27:54.000, 6); [2015-01-12T19:27:54.000, 2015-01-19T11:33:14.000, 5); [2015-01-19T11:33:14.000, 2015-02-08T15:25:07.000, 4); [2015-02-08T15:25:07.000, 2015-02-08T15:54:50.000, 3); [2015-02-08T15:54:50.000, 2015-02-08T18:53:22.000, 2); [2015-02-08T18:53:22.000, 2015-03-01T11:21:36.000, 1]>",,,,,,
"683","439","<[2012-11-15T20:30:00.000, 2012-11-15T20:59:38.000, 1); [2012-11-15T20:59:38.000, 2012-11-27T22:10:54.000, 2); [2012-11-27T22:10:54.000, 2015-08-12T21:30:00.000, 3); [2015-08-12T21:30:00.000, 2015-08-12T21:59:38.000, 2); [2015-08-12T21:59:38.000, 2015-08-24T23:10:54.000, 1]>",,,,,,
"857","932","<[2012-07-19T23:35:13.000, 2012-09-05T19:01:42.000, 1); [2012-09-05T19:01:42.000, 2012-09-06T14:07:42.000, 2); [2012-09-06T14:07:42.000, 2012-09-07T17:33:19.000, 3); [2012-09-07T17:33:19.000, 2012-09-12T10:45:35.000, 4); [2012-09-12T10:45:35.000, 2012-10-01T19:44:23.000, 5); [2012-10-01T19:44:23.000, 2012-10-01T19:58:47.000, 6); [2012-10-01T19:58:47.000, 2012-10-02T16:54:25.000, 7); [2012-10-02T16:54:25.000, 2012-10-03T18:31:10.000, 8); [2012-10-03T18:31:10.000, 2012-10-05T16:22:11.000, 9); [2012-10-05T16:22:11.000, 2015-04-15T23:35:13.000, 10); [2015-04-15T23:35:13.000, 2015-06-02T19:01:42.000, 9); [2015-06-02T19:01:42.000, 2015-06-03T14:07:42.000, 8); [2015-06-03T14:07:42.000, 2015-06-04T17:33:19.000, 7); [2015-06-04T17:33:19.000, 2015-06-09T10:45:35.000, 6); [2015-06-09T10:45:35.000, 2015-06-28T19:44:23.000, 5); [2015-06-28T19:44:23.000, 2015-06-28T19:58:47.000, 4); [2015-06-28T19:58:47.000, 2015-06-29T16:54:25.000, 3); [2015-06-29T16:54:25.000, 2015-06-30T18:31:10.000, 2); [2015-06-30T18:31:10.000, 2015-07-02T16:22:11.000, 1]>",,,,,,
"405","812","<[2012-06-18T16:05:38.000, 2012-06-18T17:23:48.000, 1); [2012-06-18T17:23:48.000, 2015-03-15T15:05:38.000, 2); [2015-03-15T15:05:38.000, 2015-03-15T16:23:48.000, 1]>",,,,,,
"454","511","<[2012-06-17T15:34:33.000, 2015-03-14T14:34:33.000, 1]>",,,,,,
"369","5","<[2012-01-25T15:56:09.000, 2014-10-21T16:56:09.000, 1]>",,,,,,
"10","540","<[2012-04-17T16:27:26.000, 2012-04-18T11:53:56.000, 1); [2012-04-18T11:53:56.000, 2012-04-18T11:59:22.000, 2); [2012-04-18T11:59:22.000, 2012-04-21T13:34:00.000, 3); [2012-04-21T13:34:00.000, 2012-04-21T17:44:53.000, 4); [2012-04-21T17:44:53.000, 2012-05-25T17:18:31.000, 5); [2012-05-25T17:18:31.000, 2012-05-25T17:48:20.000, 6); [2012-05-25T17:48:20.000, 2015-01-12T15:27:26.000, 7); [2015-01-12T15:27:26.000, 2015-01-13T10:53:56.000, 6); [2015-01-13T10:53:56.000, 2015-01-13T10:59:22.000, 5); [2015-01-13T10:59:22.000, 2015-01-16T12:34:00.000, 4); [2015-01-16T12:34:00.000, 2015-01-16T16:44:53.000, 3); [2015-01-16T16:44:53.000, 2015-02-19T16:18:31.000, 2); [2015-02-19T16:18:31.000, 2015-02-19T16:48:20.000, 1]>",,,,,,
"690","685","<[2012-04-18T16:46:00.000, 2015-01-13T15:46:00.000, 1]>",,,,,,
"203","233","<[2012-01-18T19:25:57.000, 2014-10-14T20:25:57.000, 1]>",,,,,,
"1526","482","<[2012-11-23T09:40:01.000, 2015-08-20T10:40:01.000, 1]>",,,,,,
"4","554","<[2012-03-01T14:56:24.000, 2014-11-26T14:56:24.000, 1]>",,,,,,
"4","864","<[2012-05-16T22:47:29.000, 2012-05-23T00:06:16.000, 1); [2012-05-23T00:06:16.000, 2015-02-10T21:47:29.000, 2); [2015-02-10T21:47:29.000, 2015-02-16T23:06:16.000, 1]>",,,,,,
"52","60","<[2011-10-17T23:57:06.000, 2014-07-13T23:57:06.000, 1]>",,,,,,
"64","10","<[2011-11-22T20:09:46.000, 2011-12-08T05:05:42.000, 1); [2011-12-08T05:05:42.000, 2011-12-08T16:01:15.000, 2); [2011-12-08T16:01:15.000, 2011-12-12T19:18:00.000, 3); [2011-12-12T19:18:00.000, 2012-01-10T05:58:52.000, 4); [2012-01-10T05:58:52.000, 2012-01-13T19:46:54.000, 5); [2012-01-13T19:46:54.000, 2012-02-02T22:11:54.000, 6); [2012-02-02T22:11:54.000, 2012-02-19T13:11:54.000, 7); [2012-02-19T13:11:54.000, 2012-03-02T21:33:00.000, 8); [2012-03-02T21:33:00.000, 2012-03-03T12:56:57.000, 9); [2012-03-03T12:56:57.000, 2012-03-04T21:49:17.000, 10); [2012-03-04T21:49:17.000, 2012-03-04T22:18:05.000, 11); [2012-03-04T22:18:05.000, 2012-03-13T04:07:00.000, 12); [2012-03-13T04:07:00.000, 2012-03-21T22:22:46.000, 13); [2012-03-21T22:22:46.000, 2012-03-22T03:50:00.000, 14); [2012-03-22T03:50:00.000, 2012-04-03T17:23:46.000, 15); [2012-04-03T17:23:46.000, 2012-04-10T06:46:16.000, 16); [2012-04-10T06:46:16.000, 2012-04-17T20:44:00.000, 17); [2012-04-17T20:44:00.000, 2012-04-21T17:49:06.000, 18); [2012-04-21T17:49:06.000, 2012-05-30T20:06:00.000, 19); [2012-05-30T20:06:00.000, 2012-05-30T20:34:55.000, 20); [2012-05-30T20:34:55.000, 2012-05-30T23:27:44.000, 21); [2012-05-30T23:27:44.000, 2014-08-18T21:09:46.000, 22); [2014-08-18T21:09:46.000, 2014-09-03T06:05:42.000, 21); [2014-09-03T06:05:42.000, 2014-09-03T17:01:15.000, 20); [2014-09-03T17:01:15.000, 2014-09-07T20:18:00.000, 19); [2014-09-07T20:18:00.000, 2014-10-06T06:58:52.000, 18); [2014-10-06T06:58:52.000, 2014-10-09T20:46:54.000, 17); [2014-10-09T20:46:54.000, 2014-10-29T22:11:54.000, 16); [2014-10-29T22:11:54.000, 2014-11-15T13:11:54.000, 15); [2014-11-15T13:11:54.000, 2014-11-27T21:33:00.000, 14); [2014-11-27T21:33:00.000, 2014-11-28T12:56:57.000, 13); [2014-11-28T12:56:57.000, 2014-11-29T21:49:17.000, 12); [2014-11-29T21:49:17.000, 2014-11-29T22:18:05.000, 11); [2014-11-29T22:18:05.000, 2014-12-08T04:07:00.000, 10); [2014-12-08T04:07:00.000, 2014-12-16T22:22:46.000, 9); [2014-12-16T22:22:46.000, 2014-12-17T03:50:00.000, 8); [2014-12-17T03:50:00.000, 2014-12-29T16:23:46.000, 7); [2014-12-29T16:23:46.000, 2015-01-05T05:46:16.000, 6); [2015-01-05T05:46:16.000, 2015-01-12T19:44:00.000, 5); [2015-01-12T19:44:00.000, 2015-01-16T16:49:06.000, 4); [2015-01-16T16:49:06.000, 2015-02-24T19:06:00.000, 3); [2015-02-24T19:06:00.000, 2015-02-24T19:34:55.000, 2); [2015-02-24T19:34:55.000, 2015-02-24T22:27:44.000, 1]>",,,,,,
"203","474","<[2012-03-29T20:37:31.000, 2014-12-24T19:37:31.000, 1]>",,,,,,
"965","262","<[2012-06-24T22:52:13.000, 2015-03-21T21:52:13.000, 1]>",,,,,,
"782","798","<[2012-05-05T18:54:03.000, 2015-01-30T17:54:03.000, 1]>",,,,,,
"684","4","<[2012-04-06T00:30:16.000, 2012-08-05T20:47:00.000, 1); [2012-08-05T20:47:00.000, 2014-12-31T23:30:16.000, 2); [2014-12-31T23:30:16.000, 2015-05-02T20:47:00.000, 1]>",,,,,,
"8","36","<[2012-05-18T20:36:08.000, 2012-05-20T21:03:07.000, 1); [2012-05-20T21:03:07.000, 2015-02-12T19:36:08.000, 2); [2015-02-12T19:36:08.000, 2015-02-14T20:03:07.000, 1]>",,,,,,
"95","189","<[2012-03-29T12:41:54.000, 2014-12-24T11:41:54.000, 1]>",,,,,,
"683","64","<[2012-04-17T18:22:39.000, 2012-04-18T13:37:14.000, 1); [2012-04-18T13:37:14.000, 2012-04-29T15:24:51.000, 2); [2012-04-29T15:24:51.000, 2012-05-09T19:22:26.000, 3); [2012-05-09T19:22:26.000, 2015-01-12T17:22:39.000, 4); [2015-01-12T17:22:39.000, 2015-01-13T12:37:14.000, 3); [2015-01-13T12:37:14.000, 2015-01-24T14:24:51.000, 2); [2015-01-24T14:24:51.000, 2015-02-03T18:22:26.000, 1]>",,,,,,
"4","203","<[2011-11-25T20:22:23.000, 2011-12-05T12:26:13.000, 1); [2011-12-05T12:26:13.000, 2012-01-18T19:37:07.000, 2); [2012-01-18T19:37:07.000, 2014-08-21T21:22:23.000, 3); [2014-08-21T21:22:23.000, 2014-08-31T13:26:13.000, 2); [2014-08-31T13:26:13.000, 2014-10-14T20:37:07.000, 1]>",,,,,,
"151","4","<[2012-04-02T12:20:35.000, 2012-06-11T16:27:02.000, 1); [2012-06-11T16:27:02.000, 2012-06-19T10:27:24.000, 2); [2012-06-19T10:27:24.000, 2012-06-21T10:08:16.000, 3); [2012-06-21T10:08:16.000, 2012-06-21T10:12:25.000, 4); [2012-06-21T10:12:25.000, 2012-07-02T17:22:17.000, 5); [2012-07-02T17:22:17.000, 2012-07-12T13:12:08.000, 6); [2012-07-12T13:12:08.000, 2014-12-28T11:20:35.000, 7); [2014-12-28T11:20:35.000, 2015-03-08T15:27:02.000, 6); [2015-03-08T15:27:02.000, 2015-03-16T09:27:24.000, 5); [2015-03-16T09:27:24.000, 2015-03-18T09:08:16.000, 4); [2015-03-18T09:08:16.000, 2015-03-18T09:12:25.000, 3); [2015-03-18T09:12:25.000, 2015-03-29T17:22:17.000, 2); [2015-03-29T17:22:17.000, 2015-04-08T13:12:08.000, 1]>",,,,,,
"4","782","<[2012-04-26T23:51:27.000, 2012-05-02T11:16:19.000, 1); [2012-05-02T11:16:19.000, 2012-05-05T20:09:46.000, 2); [2012-05-05T20:09:46.000, 2012-05-26T15:32:19.000, 3); [2012-05-26T15:32:19.000, 2012-06-01T00:53:55.000, 4); [2012-06-01T00:53:55.000, 2012-09-10T11:37:03.000, 5); [2012-09-10T11:37:03.000, 2015-01-21T22:51:27.000, 6); [2015-01-21T22:51:27.000, 2015-01-27T10:16:19.000, 5); [2015-01-27T10:16:19.000, 2015-01-30T19:09:46.000, 4); [2015-01-30T19:09:46.000, 2015-02-20T14:32:19.000, 3); [2015-02-20T14:32:19.000, 2015-02-25T23:53:55.000, 2); [2015-02-25T23:53:55.000, 2015-06-07T11:37:03.000, 1]>",,,,,,
"52","38","<[2011-10-17T22:49:05.000, 2014-07-13T22:49:05.000, 1]>",,,,,,
"932","1070","<[2012-08-09T17:37:03.000, 2015-05-06T17:37:03.000, 1]>",,,,,,
"655","10","<[2012-05-15T01:52:34.000, 2015-02-09T00:52:34.000, 1]>",,,,,,
"4","513","<[2012-02-16T14:48:24.000, 2014-11-12T14:48:24.000, 1]>",,,,,,
"8","74","<[2011-11-22T19:53:14.000, 2014-08-18T20:53:14.000, 1]>",,,,,,
"378","412","<[2012-01-26T17:42:57.000, 2014-10-22T18:42:57.000, 1]>",,,,,,
"44","4","<[2012-03-12T22:35:49.000, 2014-12-07T22:35:49.000, 1]>",,,,,,
"716","932","<[2012-05-31T09:18:02.000, 2015-02-25T08:18:02.000, 1]>",,,,,,
"262","266","<[2012-11-21T19:23:31.000, 2012-11-22T15:09:26.000, 1); [2012-11-22T15:09:26.000, 2012-11-23T02:32:24.000, 2); [2012-11-23T02:32:24.000, 2015-08-18T20:23:31.000, 3); [2015-08-18T20:23:31.000, 2015-08-19T16:09:26.000, 2); [2015-08-19T16:09:26.000, 2015-08-20T03:32:24.000, 1]>",,,,,,
"186","378","<[2012-08-01T17:59:12.000, 2015-04-28T17:59:12.000, 1]>",,,,,,
"754","64","<[2012-06-11T12:04:51.000, 2012-06-11T18:54:34.000, 1); [2012-06-11T18:54:34.000, 2012-06-12T18:10:22.000, 2); [2012-06-12T18:10:22.000, 2015-03-08T11:04:51.000, 3); [2015-03-08T11:04:51.000, 2015-03-08T17:54:34.000, 2); [2015-03-08T17:54:34.000, 2015-03-09T17:10:22.000, 1]>",,,,,,
"4","94","<[2012-04-17T16:28:33.000, 2015-01-12T15:28:33.000, 1]>",,,,,,
"239","77","<[2011-12-03T16:05:10.000, 2014-08-29T17:05:10.000, 1]>",,,,,,
"4","241","<[2011-12-06T18:18:51.000, 2011-12-07T13:47:44.000, 1); [2011-12-07T13:47:44.000, 2011-12-12T18:44:43.000, 2); [2011-12-12T18:44:43.000, 2012-01-27T17:34:44.000, 3); [2012-01-27T17:34:44.000, 2012-01-27T19:35:14.000, 4); [2012-01-27T19:35:14.000, 2014-09-01T19:18:51.000, 5); [2014-09-01T19:18:51.000, 2014-09-02T14:47:44.000, 4); [2014-09-02T14:47:44.000, 2014-09-07T19:44:43.000, 3); [2014-09-07T19:44:43.000, 2014-10-23T18:34:44.000, 2); [2014-10-23T18:34:44.000, 2014-10-23T20:35:14.000, 1]>",,,,,,
"441","441","<[2012-02-27T00:21:42.000, 2014-11-23T00:21:42.000, 1]>",,,,,,
"358","4","<[2012-01-04T19:47:39.000, 2012-01-05T00:31:08.000, 1); [2012-01-05T00:31:08.000, 2014-09-30T20:47:39.000, 2); [2014-09-30T20:47:39.000, 2014-10-01T01:31:08.000, 1]>",,,,,,
"262","974","<[2012-07-06T16:01:40.000, 2012-07-11T15:28:40.000, 1); [2012-07-11T15:28:40.000, 2015-04-02T16:01:40.000, 2); [2015-04-02T16:01:40.000, 2015-04-07T15:28:40.000, 1]>",,,,,,
"757","4","<[2012-06-11T17:01:56.000, 2012-06-12T00:50:19.000, 1); [2012-06-12T00:50:19.000, 2015-03-08T16:01:56.000, 2); [2015-03-08T16:01:56.000, 2015-03-08T23:50:19.000, 1]>",,,,,,
"474","677","<[2012-05-16T14:05:35.000, 2015-02-10T13:05:35.000, 1]>",,,,,,
"825","8","<[2012-05-09T13:05:56.000, 2015-02-03T12:05:56.000, 1]>",,,,,,
"151","10","<[2012-04-20T09:25:45.000, 2012-04-23T17:52:54.000, 1); [2012-04-23T17:52:54.000, 2012-06-11T13:43:29.000, 2); [2012-06-11T13:43:29.000, 2012-06-11T13:45:41.000, 3); [2012-06-11T13:45:41.000, 2012-06-11T13:46:18.000, 4); [2012-06-11T13:46:18.000, 2015-01-15T08:25:45.000, 5); [2015-01-15T08:25:45.000, 2015-01-18T16:52:54.000, 4); [2015-01-18T16:52:54.000, 2015-03-08T12:43:29.000, 3); [2015-03-08T12:43:29.000, 2015-03-08T12:45:41.000, 2); [2015-03-08T12:45:41.000, 2015-03-08T12:46:18.000, 1]>",,,,,,
"8","52","<[2011-10-17T21:41:55.000, 2014-07-13T21:41:55.000, 1]>",,,,,,
"36","4","<[2012-06-18T21:18:49.000, 2015-03-15T20:18:49.000, 1]>",,,,,,
"674","683","<[2012-04-30T01:15:31.000, 2012-05-02T19:08:29.000, 1); [2012-05-02T19:08:29.000, 2012-05-03T18:56:10.000, 2); [2012-05-03T18:56:10.000, 2012-05-04T00:04:34.000, 3); [2012-05-04T00:04:34.000, 2015-01-25T00:15:31.000, 4); [2015-01-25T00:15:31.000, 2015-01-27T18:08:29.000, 3); [2015-01-27T18:08:29.000, 2015-01-28T17:56:10.000, 2); [2015-01-28T17:56:10.000, 2015-01-28T23:04:34.000, 1]>",,,,,,
"209","8","<[2012-02-13T12:48:11.000, 2012-02-13T12:48:13.000, 1); [2012-02-13T12:48:13.000, 2014-11-09T12:48:11.000, 2); [2014-11-09T12:48:11.000, 2014-11-09T12:48:13.000, 1]>",,,,,,
"11","857","<[2012-07-24T08:53:13.000, 2012-07-24T09:23:01.000, 1); [2012-07-24T09:23:01.000, 2015-04-20T08:53:13.000, 2); [2015-04-20T08:53:13.000, 2015-04-20T09:23:01.000, 1]>",,,,,,
"782","780","<[2012-05-13T14:48:18.000, 2015-02-07T13:48:18.000, 1]>",,,,,,
"454","133","<[2012-02-18T20:06:48.000, 2014-11-14T20:06:48.000, 1]>",,,,,,
"4","205","<[2012-02-25T20:42:04.000, 2012-02-26T11:02:32.000, 1); [2012-02-26T11:02:32.000, 2012-06-01T16:49:06.000, 2); [2012-06-01T16:49:06.000, 2012-06-24T18:57:33.000, 3); [2012-06-24T18:57:33.000, 2012-06-25T19:47:12.000, 4); [2012-06-25T19:47:12.000, 2012-06-25T23:17:54.000, 5); [2012-06-25T23:17:54.000, 2014-11-21T20:42:04.000, 6); [2014-11-21T20:42:04.000, 2014-11-22T11:02:32.000, 5); [2014-11-22T11:02:32.000, 2015-02-26T15:49:06.000, 4); [2015-02-26T15:49:06.000, 2015-03-21T17:57:33.000, 3); [2015-03-21T17:57:33.000, 2015-03-22T18:47:12.000, 2); [2015-03-22T18:47:12.000, 2015-03-22T22:17:54.000, 1]>",,,,,,
"94","8","<[2012-04-19T01:03:15.000, 2015-01-14T00:03:15.000, 1]>",,,,,,
"684","676","<[2012-04-04T19:16:02.000, 2014-12-30T18:16:02.000, 1]>",,,,,,
"468","514","<[2012-02-17T13:01:07.000, 2014-11-13T13:01:07.000, 1]>",,,,,,
"8","609","<[2012-09-03T14:16:12.000, 2012-09-28T11:10:34.000, 1); [2012-09-28T11:10:34.000, 2015-05-31T14:16:12.000, 2); [2015-05-31T14:16:12.000, 2015-06-25T11:10:34.000, 1]>",,,,,,
"474","10","<[2012-03-22T13:19:50.000, 2012-08-05T16:57:16.000, 1); [2012-08-05T16:57:16.000, 2014-12-17T13:19:50.000, 2); [2014-12-17T13:19:50.000, 2015-05-02T16:57:16.000, 1]>",,,,,,
"1056","857","<[2012-07-02T11:19:56.000, 2015-03-29T11:19:56.000, 1]>",,,,,,
"468","205","<[2012-06-25T12:06:36.000, 2015-03-22T11:06:36.000, 1]>",,,,,,
"10","262","<[2012-07-10T13:07:55.000, 2012-07-23T14:29:00.000, 1); [2012-07-23T14:29:00.000, 2012-07-23T15:04:53.000, 2); [2012-07-23T15:04:53.000, 2012-07-26T14:27:11.000, 3); [2012-07-26T14:27:11.000, 2012-11-15T18:03:26.000, 4); [2012-11-15T18:03:26.000, 2015-04-06T13:07:55.000, 5); [2015-04-06T13:07:55.000, 2015-04-19T14:29:00.000, 4); [2015-04-19T14:29:00.000, 2015-04-19T15:04:53.000, 3); [2015-04-19T15:04:53.000, 2015-04-22T14:27:11.000, 2); [2015-04-22T14:27:11.000, 2015-08-12T19:03:26.000, 1]>",,,,,,
"974","4","<[2012-06-22T11:36:39.000, 2012-07-26T12:27:06.000, 1); [2012-07-26T12:27:06.000, 2012-08-02T15:30:19.000, 2); [2012-08-02T15:30:19.000, 2012-08-02T15:30:24.000, 3); [2012-08-02T15:30:24.000, 2012-08-20T11:23:33.000, 4); [2012-08-20T11:23:33.000, 2012-08-21T21:06:47.000, 5); [2012-08-21T21:06:47.000, 2015-03-19T10:36:39.000, 6); [2015-03-19T10:36:39.000, 2015-04-22T12:27:06.000, 5); [2015-04-22T12:27:06.000, 2015-04-29T15:30:19.000, 4); [2015-04-29T15:30:19.000, 2015-04-29T15:30:24.000, 3); [2015-04-29T15:30:24.000, 2015-05-17T11:23:33.000, 2); [2015-05-17T11:23:33.000, 2015-05-18T21:06:47.000, 1]>",,,,,,
"575","674","<[2012-05-02T20:16:40.000, 2015-01-27T19:16:40.000, 1]>",,,,,,
"474","474","<[2012-03-02T16:31:23.000, 2012-03-19T00:41:01.000, 1); [2012-03-19T00:41:01.000, 2012-03-23T10:16:49.000, 2); [2012-03-23T10:16:49.000, 2012-05-09T12:34:16.000, 3); [2012-05-09T12:34:16.000, 2012-06-07T21:56:40.000, 4); [2012-06-07T21:56:40.000, 2014-11-27T16:31:23.000, 5); [2014-11-27T16:31:23.000, 2014-12-14T00:41:01.000, 4); [2014-12-14T00:41:01.000, 2014-12-18T10:16:49.000, 3); [2014-12-18T10:16:49.000, 2015-02-03T11:34:16.000, 2); [2015-02-03T11:34:16.000, 2015-03-04T20:56:40.000, 1]>",,,,,,
"64","101","<[2012-02-29T18:24:50.000, 2012-03-01T21:05:14.000, 1); [2012-03-01T21:05:14.000, 2014-11-25T18:24:50.000, 2); [2014-11-25T18:24:50.000, 2014-11-26T21:05:14.000, 1]>",,,,,,
"468","782","<[2012-04-27T19:44:48.000, 2015-01-22T18:44:48.000, 1]>",,,,,,
