comment_id,timestamp,author_id,target_id,effort,nid,brief_id,author_team
371,1324414380,64,8,2360,247,189,1
372,1324487824,246,4,2853,223,29,0
373,1324496099,4,293,59,228,44,1
374,1324532254,64,4,1913,242,189,1
375,1324545904,82,64,2223,242,189,0
376,1324903117,4,9,2323,250,191,1
377,1324914423,82,9,3124,250,191,0
378,1325020803,64,8,2268,67,44,1
379,1325249663,9,4,3,250,191,1
380,1325249816,9,82,426,250,191,1
381,1325252342,82,9,2200,250,191,0
382,1325353516,4,82,891,250,191,1
407,1326129362,326,4,4534,255,29,0
385,1325627550,4,326,1954,255,29,1
386,1325687627,357,4,490,207,190,0
387,1325698200,10,166,1692,181,29,1
388,1325698497,64,64,5667,253,44,1
389,1325699254,4,357,524,207,190,1
390,1325702859,358,4,3145,207,190,0
391,1325707883,4,358,600,207,190,1
392,1325719868,358,4,200,207,190,0
393,1325762462,4,358,981,207,190,1
394,1325775394,4,358,1173,257,188,1
395,1325775653,8,358,1598,257,188,1
396,1325850154,4,360,639,258,191,1
397,1326013992,370,166,2633,181,29,0
398,1326026804,4,370,1137,181,29,1
399,1326027381,4,290,1079,261,191,1
400,1326066464,346,233,209,226,29,0
401,1326081840,64,346,1160,226,29,1
402,1326084893,64,346,1499,266,29,1
403,1326110100,10,82,1148,250,191,1
1193,1332797187,64,92,213,451,283,1
1194,1332806940,474,203,1098,432,44,0
1195,1332837389,10,4,542,449,406,1
1196,1332841453,8,10,1110,449,406,1
1197,1332844425,10,629,392,455,322,1
1198,1332846532,474,629,1832,455,322,0
1199,1332858490,468,4,900,449,406,0
1200,1332859145,468,468,104,449,406,0
1201,1332870287,64,97,1010,457,29,1
1202,1332871419,64,189,1899,458,29,1
1203,1332876045,64,37,314,456,188,1
1204,1332879344,412,97,429,457,29,0
1205,1332924316,4,468,47,449,406,1
1206,1332924750,4,8,518,449,406,1
1207,1332930456,8,97,465,457,29,1
1208,1332933675,97,64,2571,457,29,0
1209,1332934184,97,412,950,457,29,0
1210,1332935133,97,8,820,457,29,0
1211,1332942473,468,4,234,449,406,0
1212,1332943686,8,468,894,449,406,1
1213,1332946648,64,97,1325,457,29,1
1214,1332960513,64,474,691,461,189,1
1215,1332966297,474,64,582,461,189,0
1216,1332973208,64,474,1120,461,189,1
1217,1332990430,64,636,1463,463,401,1
1218,1332994920,64,474,2090,432,44,1
1219,1332995710,64,203,1158,432,44,1
1220,1333009161,4,636,515,463,401,1
1221,1333017714,95,189,1295,458,29,0
1222,1333021362,8,37,518,456,188,1
1223,1333023200,8,97,359,457,29,1
1224,1333024251,151,189,840,458,29,0
1225,1333026961,4,414,1419,459,264,1
1226,1333031335,8,348,280,453,191,1
1227,1333032918,454,636,843,463,401,1
1228,1333034544,4,348,1275,453,191,1
1229,1333034859,64,151,461,458,29,1
1230,1333035532,4,629,996,455,322,1
1231,1333036080,64,95,1978,458,29,1
1232,1333041000,414,4,1713,459,264,0
1233,1333044789,203,64,2729,432,44,0
1234,1333045825,4,414,558,459,264,1
1235,1333046251,203,474,743,432,44,0
1236,1333047120,4,474,352,461,189,1
1237,1333076520,64,203,2869,432,44,1
404,1326120370,233,346,295,266,29,0
405,1326121102,4,346,476,266,29,1
406,1326121566,4,10,89,268,191,1
408,1326128975,369,203,1264,171,29,1
409,1326129695,203,369,668,171,29,0
410,1326130868,369,203,328,171,29,1
411,1326131621,203,369,84,171,29,0
412,1326132355,9,10,388,268,191,1
413,1326143946,369,203,1206,171,29,1
414,1326147836,64,64,1208,270,262,1
415,1326152761,346,4,1776,266,29,0
416,1326153364,346,233,353,266,29,0
417,1326155988,233,346,146,266,29,0
418,1326156798,346,64,1815,266,29,0
419,1326157044,346,233,45,266,29,0
420,1326171004,64,346,2883,266,29,1
421,1326171532,64,10,45,268,191,1
422,1326190237,4,326,1656,255,29,1
423,1326191131,4,64,498,270,262,1
424,1326195441,203,369,2959,171,29,0
425,1326209054,10,127,888,273,29,1
426,1326210367,326,4,3516,255,29,0
427,1326212984,369,203,745,171,29,1
428,1326213681,203,369,1308,171,29,0
429,1326215955,64,4,4032,270,262,1
430,1326216170,10,346,1434,266,29,1
431,1326221030,10,290,1647,261,191,1
432,1326221947,346,10,1380,266,29,0
433,1326222295,4,127,1323,273,29,1
434,1326223152,4,64,662,270,262,1
435,1326227520,64,4,3176,270,262,1
436,1326236695,233,64,897,270,262,0
437,1326236806,10,360,103,258,191,1
438,1326238065,290,10,1931,261,191,0
439,1326238285,4,74,441,111,29,1
440,1326239312,4,326,794,255,29,1
441,1326241320,64,233,2404,270,262,1
442,1326274103,4,290,221,261,191,1
443,1326275140,360,10,246,258,191,0
445,1326276497,10,360,455,258,191,1
447,1326301808,233,10,734,275,262,0
448,1326303643,4,233,1588,275,262,1
449,1326303657,64,64,1479,270,262,1
450,1326304626,9,9,134,268,191,1
451,1326304667,4,64,833,270,262,1
452,1326307501,233,4,709,275,262,0
453,1326316445,4,233,213,275,262,1
454,1326316487,64,233,2628,275,262,1
455,1326322080,64,233,689,275,262,1
456,1326322316,233,64,137,275,262,0
457,1326328772,5,233,1962,275,262,1
458,1326331787,5,290,138,261,191,1
459,1326333113,233,5,1327,275,262,0
460,1326360716,10,233,235,275,262,1
462,1326376782,4,64,885,275,262,1
463,1326383457,4,5,2426,275,262,1
464,1326398874,4,378,1936,277,29,1
465,1326402358,64,4,2507,276,264,1
466,1326411003,64,346,3555,266,29,1
467,1326439112,64,378,1806,277,29,1
468,1326462693,369,74,805,111,29,1
469,1326465688,5,10,3,232,191,1
470,1326468060,64,203,4933,171,29,1
471,1326471047,203,64,2871,171,29,0
472,1326473210,378,64,650,277,29,0
473,1326473968,378,4,804,277,29,0
474,1326475061,10,64,586,205,188,1
475,1326475800,10,64,91,138,29,1
476,1326480414,64,10,1050,205,188,1
477,1326486120,64,203,5352,279,262,1
478,1326490200,64,203,3154,278,44,1
479,1326537787,396,74,817,111,29,0
480,1326539327,4,378,1419,277,29,1
481,1326542398,378,4,3160,277,29,0
482,1326542544,4,396,462,111,29,1
483,1326543168,4,378,532,277,29,1
484,1326567578,203,64,3138,279,262,0
485,1326569368,203,203,1365,278,44,0
486,1326575898,396,203,1370,279,262,0
487,1326608940,64,203,6980,278,44,1
488,1326645371,203,64,3659,278,44,0
489,1326647698,203,396,1695,279,262,0
490,1326675300,64,203,4256,278,44,1
491,1326690540,64,405,4890,282,262,1
492,1326692280,64,64,575,270,262,1
493,1326698820,64,203,4160,279,262,1
495,1326809741,4,414,477,285,264,1
496,1326809883,4,369,84,285,264,1
497,1326813202,369,4,228,285,264,1
498,1326821916,64,64,280,241,44,1
499,1326822926,64,369,879,285,264,1
500,1326888818,8,414,630,285,264,1
501,1326888867,8,64,572,285,264,1
502,1326899677,8,412,1741,289,29,1
503,1326902580,10,384,425,290,263,1
504,1326902698,10,10,118,290,263,1
505,1326903943,4,412,493,289,29,1
506,1326903950,4,412,493,289,29,1
507,1326905354,4,384,194,290,263,1
511,1326911827,4,203,788,275,262,1
509,1326911157,203,233,2153,275,262,0
510,1326911162,4,369,574,291,29,1
512,1326913323,203,4,901,275,262,0
513,1326915865,8,209,294,293,191,1
514,1326916686,64,369,2613,291,29,1
515,1326919691,414,8,1864,285,264,0
516,1326919920,4,209,724,293,191,1
517,1326920560,4,414,161,285,264,1
518,1326921502,414,4,845,285,264,0
519,1326922177,4,414,67,285,264,1
520,1326936217,233,203,353,275,262,0
521,1326947520,64,233,4371,275,262,1
522,1326965417,4,405,135,282,262,1
523,1326969396,384,4,81,290,263,0
524,1326971389,384,10,2274,290,263,0
525,1326973077,4,384,164,290,263,1
526,1326973197,384,4,53,290,263,0
527,1326974414,4,64,914,276,264,1
528,1326976293,369,64,976,291,29,1
529,1326979860,64,233,986,275,262,1
530,1326989700,64,369,4432,291,29,1
531,1326990666,203,64,1964,275,262,0
532,1326990840,4,64,431,275,262,1
533,1326991140,4,64,54,275,262,1
534,1326991698,203,64,219,275,262,0
535,1326992407,203,4,617,275,262,0
536,1327007836,203,64,1602,291,29,0
537,1327013077,369,4,2427,291,29,1
538,1327015299,203,369,708,291,29,0
539,1327054476,405,405,6040,282,262,0
540,1327068221,405,405,5405,282,262,0
541,1327078080,64,405,4442,282,262,1
542,1327094588,64,203,5154,278,44,1
543,1327106273,4,412,287,296,44,1
545,1327166770,64,203,4174,297,262,1
546,1327169363,203,64,481,297,262,0
547,1327187783,4,425,1286,294,29,1
548,1327188761,425,4,1047,294,29,0
549,1327248234,64,425,2043,294,29,1
550,1327252440,64,203,7372,278,44,1
551,1327255648,64,203,123,278,44,1
552,1327255971,425,64,187,294,29,0
553,1327255983,203,64,15,278,44,0
554,1327262102,425,64,5688,294,29,0
555,1327273680,64,425,2174,294,29,1
556,1327275765,8,412,803,296,44,1
557,1327325279,10,384,19,290,263,1
558,1327360469,346,4,1592,276,264,0
559,1327360638,64,64,3213,270,262,1
560,1327361087,8,425,1255,301,267,1
561,1327363297,358,8,1060,257,188,0
562,1327364560,10,8,980,300,267,1
563,1327365432,346,64,857,270,262,0
564,1327381032,425,8,946,301,267,0
565,1327387276,64,346,2372,270,262,1
566,1327389040,425,5,2006,299,262,0
567,1327397534,346,64,454,270,262,0
568,1327401904,8,425,96,301,267,1
569,1327406726,8,10,1848,300,267,1
570,1327425180,64,346,5088,270,262,1
571,1327426801,346,64,579,270,262,0
572,1327429019,346,203,737,278,44,0
573,1327433550,203,346,1916,278,44,0
574,1327440639,64,203,3085,278,44,1
575,1327442580,64,203,930,278,44,1
576,1327445538,346,203,849,278,44,0
577,1327503369,369,5,716,299,262,1
578,1327510500,64,64,2362,211,189,1
579,1327511996,64,64,1534,211,189,1
580,1327518660,203,64,904,211,189,0
581,1327522778,64,203,3763,211,189,1
582,1327555946,64,425,2670,301,267,1
583,1327557355,64,64,1256,270,262,1
584,1327558825,64,203,2215,278,44,1
585,1327566420,4,425,1285,301,267,1
586,1327584056,369,0,469,234,0,1
587,1327587659,64,4,2787,301,267,1
588,1327594065,412,378,1859,277,29,0
589,1327596177,378,412,274,277,29,0
590,1327603831,346,307,1054,305,262,0
591,1327606801,307,346,1469,305,262,0
593,1327607940,64,307,2642,305,262,1
594,1327608660,4,378,712,304,188,1
596,1327608740,64,307,211,305,262,1
597,1327608779,4,412,65,277,29,1
598,1327609984,4,8,1380,300,267,1
599,1327615097,425,4,1057,301,267,0
600,1327615447,425,64,644,301,267,0
601,1327616263,425,64,1688,301,267,0
603,1327682084,4,241,2280,307,269,1
604,1327687140,64,203,3148,278,44,1
605,1327688957,241,4,723,307,269,0
606,1327689314,4,241,315,307,269,1
607,1327716146,233,64,307,146,29,0
608,1327716394,233,64,166,211,189,0
609,1327716813,233,64,545,284,269,0
610,1327717036,233,414,154,285,264,0
611,1327717794,233,5,1257,299,262,0
612,1327718156,233,4,211,276,264,0
613,1327718611,233,241,629,307,269,0
614,1327720232,425,233,727,299,262,0
615,1327720882,233,425,126,299,262,0
616,1327721358,233,307,50,305,262,0
617,1327723643,233,4,656,308,262,0
618,1327730771,64,233,2780,211,189,1
619,1327732200,64,233,1027,284,269,1
620,1327747526,4,233,1084,308,262,1
621,1327750146,4,346,1198,276,264,1
622,1327755667,233,4,440,276,264,0
623,1327757700,4,233,3511,276,264,1
624,1327764780,4,307,692,305,262,1
625,1327770240,64,233,2790,284,269,1
626,1327770519,233,4,612,276,264,0
627,1327774722,4,233,38,276,264,1
628,1327777473,4,233,572,284,269,1
629,1327777894,233,4,321,284,269,0
630,1327778544,4,233,19,284,269,1
631,1327785098,64,4,3640,284,269,1
632,1327813800,64,233,3035,284,269,1
633,1327846369,439,8,1098,300,267,1
634,1327849166,4,439,486,300,267,1
635,1327851060,64,64,5199,284,269,1
636,1327863300,64,64,5385,284,269,1
637,1327880582,346,4,300,276,264,0
638,1327881249,346,4,402,276,264,0
639,1327882671,346,64,348,305,262,0
640,1327899780,64,346,3584,305,262,1
641,1327904155,64,233,1664,310,264,1
642,1327920850,4,346,503,276,264,1
643,1327922181,346,4,130,276,264,0
644,1327923117,346,233,267,310,264,0
645,1327925809,233,64,200,310,264,0
646,1327925847,233,346,71,310,264,0
647,1327928603,307,233,15,305,262,0
648,1327929240,307,4,1270,305,262,0
649,1327930123,307,346,753,305,262,0
650,1327931992,233,307,127,305,262,0
651,1327943100,4,307,947,305,262,1
652,1327946734,64,4,1549,305,262,1
653,1327953101,64,233,585,310,264,1
654,1327954292,233,64,202,310,264,0
655,1327954706,64,64,748,282,262,1
656,1327958160,64,307,3207,305,262,1
657,1327973150,405,233,2374,310,264,0
658,1327973153,405,233,2374,310,264,0
659,1327973302,233,405,99,310,264,0
660,1327980555,64,405,1757,310,264,1
662,1328006760,4,233,2403,310,264,1
663,1328006959,369,412,613,313,188,1
664,1328007844,4,412,839,313,188,1
665,1328009028,10,4,600,308,262,1
666,1328021638,405,405,2933,310,264,0
667,1328020641,233,4,693,310,264,0
668,1328021675,4,233,475,310,264,1
669,1328022090,233,4,92,310,264,0
670,1328022885,346,64,277,305,262,0
671,1328033137,405,4,1611,310,264,0
672,1328036160,64,233,3607,310,264,1
673,1328044008,233,64,758,310,264,0
674,1328051188,4,405,410,310,264,1
675,1328053440,64,346,2917,305,262,1
676,1328118686,64,4,1072,310,264,1
677,1328136536,412,290,3598,261,191,0
678,1328176717,439,4,451,300,267,1
679,1328178420,10,64,1400,138,29,1
680,1328180391,412,369,832,313,188,0
681,1328180711,412,4,239,313,188,0
682,1328181611,8,412,788,313,188,1
683,1328193468,4,412,291,313,188,1
684,1328207137,4,472,1055,326,269,1
685,1328217114,64,10,529,138,29,1
686,1328221672,369,4,413,313,188,1
687,1328278791,4,439,333,300,267,1
688,1328283043,8,4,253,326,269,1
689,1328284638,4,8,995,326,269,1
690,1328358340,290,412,1026,261,191,0
691,1328370821,64,64,123,310,264,1
692,1328371647,64,64,199,327,262,1
693,1328371796,4,64,889,327,262,1
694,1328382998,64,64,203,270,262,1
695,1328385356,64,4,1352,327,262,1
696,1328448942,64,4,2312,327,262,1
697,1328452039,412,8,1285,313,188,0
698,1328454618,203,64,1211,327,262,0
699,1328494500,64,482,1148,331,262,1
700,1328497159,64,203,263,327,262,1
701,1328520033,4,37,1762,332,264,1
702,1328521331,4,482,611,331,262,1
703,1328524528,8,412,417,313,188,1
704,1328528426,8,290,2256,261,191,1
705,1328528618,37,4,622,332,264,1
706,1328528860,37,4,144,332,264,1
707,1328545256,8,4,917,333,189,1
708,1328552463,4,8,960,333,189,1
709,1328553480,64,4,1978,333,189,1
710,1328555178,441,4,498,333,189,1
711,1328564621,4,64,763,333,189,1
712,1328569066,64,4,1370,333,189,1
713,1328570553,482,4,622,331,262,0
714,1328612435,4,482,390,331,262,1
716,1328619886,369,4,718,332,264,1
717,1328632334,4,233,178,310,264,1
718,1328652134,290,8,893,261,191,0
719,1328668945,233,4,280,310,264,0
720,1328712710,10,412,465,313,188,1
721,1328724407,4,233,601,310,264,1
722,1328729063,233,4,69,310,264,0
723,1328729520,64,4,845,310,264,1
724,1328733019,64,64,486,310,264,1
725,1328733502,233,64,365,310,264,0
726,1328778207,412,10,81,313,188,0
727,1328780991,412,266,895,249,43,0
728,1328781026,369,482,348,331,262,1
729,1328781484,145,266,32,249,43,1
730,1328781643,4,233,975,310,264,1
731,1328784128,412,378,1271,304,188,0
732,1328796252,4,412,185,249,43,1
733,1328805412,64,233,1917,310,264,1
734,1328834828,233,64,282,310,264,0
735,1328834945,233,4,295,310,264,0
736,1328838256,64,233,270,310,264,1
739,1328877014,439,4,342,300,267,1
740,1328878777,8,439,541,300,267,1
738,1328867280,10,233,820,310,264,1
741,1328879853,454,4,4578,333,189,1
742,1328880880,4,474,728,337,29,1
743,1328887268,233,10,864,310,264,0
744,1328895263,474,4,1384,337,29,0
745,1328905693,64,233,350,310,264,1
746,1328905872,233,64,332,310,264,0
750,1328909442,233,10,812,310,264,0
751,1328912561,10,233,75,310,264,1
752,1328912769,233,10,857,310,264,0
753,1328913571,10,233,110,310,264,1
754,1328913937,10,10,6,310,264,1
755,1328914032,233,10,38,310,264,0
756,1328918483,8,474,1232,337,29,1
748,1328908121,10,233,1660,310,264,1
749,1328909079,10,233,418,310,264,1
757,1328960408,10,414,188,285,264,1
758,1328987797,10,233,362,310,264,1
759,1328994047,64,233,1001,310,264,1
760,1328994609,10,64,818,310,264,1
761,1328994622,482,4,247,331,262,0
762,1328999021,482,482,1981,331,262,0
763,1328999278,233,10,803,310,264,0
764,1328999932,64,482,711,331,262,1
765,1329000094,4,454,1415,333,189,1
766,1329037235,474,8,2046,337,29,0
767,1329050509,8,474,1332,337,29,1
768,1329070880,4,8,301,300,267,1
769,1329072956,474,8,294,337,29,0
770,1329073014,8,4,291,300,267,1
771,1329073969,8,474,824,337,29,1
772,1329077224,4,482,482,331,262,1
773,1329077457,4,8,431,300,267,1
774,1329133651,209,4,1879,293,191,0
775,1329133654,209,4,1879,293,191,0
776,1329133691,209,8,26,293,191,0
777,1329133693,209,8,26,293,191,0
778,1329146016,64,8,1657,342,324,1
779,1329159895,474,8,444,337,29,0
780,1329174441,4,209,966,293,191,1
781,1329175580,4,8,1569,342,324,1
782,1329218259,8,64,1472,342,324,1
783,1329218923,8,8,459,342,324,1
784,1329219004,10,439,2263,350,267,1
785,1329223103,369,209,159,293,191,1
786,1329224886,369,472,363,326,269,1
790,1329320185,514,4,9,354,264,0
792,1329324506,454,8,1655,64,29,1
791,1329320073,514,4,313,354,264,0
788,1329315798,10,351,463,352,191,1
789,1329319560,4,514,589,354,264,1
793,1329328573,4,514,2501,354,264,1
794,1329333601,514,4,3195,354,264,0
795,1329339634,8,454,671,64,29,1
796,1329390122,468,8,1346,64,29,0
797,1329391994,8,468,667,64,29,1
798,1329393140,4,514,524,354,264,1
799,1329396735,468,8,673,64,29,0
800,1329397154,8,468,984,357,29,1
801,1329400104,4,513,970,356,263,1
802,1329403652,8,439,889,350,267,1
803,1329409413,524,5,2683,358,323,0
804,1329412013,468,8,1699,357,29,0
805,1329416682,351,10,898,352,191,0
806,1329421010,468,468,141,357,29,0
807,1329424118,275,5,782,358,323,0
808,1329424998,514,4,497,354,264,0
809,1329429260,4,5,2390,358,323,1
813,1329437366,82,5,2944,358,323,0
812,1329429557,4,514,97,354,264,1
814,1329477348,330,275,2994,358,323,0
815,1329480067,468,514,1155,354,264,0
816,1329483887,209,4,3307,293,191,0
817,1329484062,346,4,423,331,262,0
818,1329484697,346,64,453,331,262,0
819,1329486141,4,351,3890,352,191,1
820,1329486879,346,64,394,331,262,0
821,1329492127,514,468,1890,354,264,0
822,1329493320,64,346,2442,331,262,1
823,1329495090,4,209,303,293,191,1
824,1329498007,275,5,1290,358,323,0
825,1329503722,256,5,2008,358,323,0
826,1329580528,4,514,2130,354,264,1
827,1329581268,454,84,955,108,29,1
828,1329581678,4,256,849,358,323,1
829,1329582252,454,74,1289,111,29,1
830,1329582998,4,82,120,358,323,1
831,1329589736,82,4,248,358,323,0
832,1329592008,454,133,2404,144,29,1
833,1329593356,133,133,333,144,29,0
834,1329646221,441,8,516,289,29,1
835,1329647544,256,4,597,358,323,0
836,1329649835,4,256,703,358,323,1
837,1329651108,10,133,1041,144,29,1
838,1329651649,10,454,738,144,29,1
839,1329653514,64,10,181,144,29,1
840,1329658811,514,4,590,354,264,0
847,1329755053,203,64,1109,359,322,0
842,1329661896,275,330,987,358,323,0
843,1329666439,468,8,1377,111,29,0
844,1329670653,64,405,320,282,262,1
845,1329741562,351,4,2704,352,191,0
846,1329747013,4,351,1836,352,191,1
848,1329755202,209,4,529,293,191,0
849,1329772023,412,351,1455,352,191,0
850,1329772210,4,5,417,358,323,1
851,1329784900,330,275,143,358,323,0
852,1329813245,4,275,1430,358,323,1
853,1329823973,351,4,390,352,191,0
854,1329824712,351,412,588,352,191,0
855,1329838831,468,209,1636,293,191,0
856,1329840577,64,203,2635,359,322,1
857,1329841694,203,64,2465,359,322,0
858,1329841745,454,412,983,289,29,1
859,1329843798,454,474,873,337,29,1
860,1329845486,454,468,2201,357,29,1
861,1329850347,64,4,1260,360,322,1
862,1329867199,474,454,396,337,29,0
863,1329882805,64,203,449,359,322,1
864,1329883771,64,64,6,359,322,1
865,1329888515,203,64,6164,359,322,0
866,1329888620,203,64,7,359,322,0
867,1329915970,441,64,80,360,322,1
868,1329920254,4,441,415,360,322,1
869,1329921729,441,468,1193,357,29,1
870,1329923133,64,203,496,359,322,1
871,1329925080,64,203,1758,359,322,1
872,1329936663,203,64,366,359,322,0
873,1329943040,64,203,2063,359,322,1
874,1329943486,540,439,259,350,267,0
875,1329947775,8,540,922,350,267,1
876,1329973365,203,64,1802,359,322,0
877,1329984234,441,540,790,365,322,1
878,1329991202,4,540,280,365,322,1
879,1329993300,369,441,829,365,322,1
880,1329999275,209,369,264,293,191,0
881,1330001725,209,468,1373,293,191,0
882,1330002751,4,351,1342,352,191,1
883,1330005871,369,4,529,365,322,1
884,1330008976,64,64,2726,211,189,1
885,1330009647,540,8,1315,350,267,0
886,1330009994,540,369,296,365,322,0
887,1330011855,64,64,463,241,44,1
888,1330021340,412,4,1653,360,322,0
889,1330023000,64,203,2273,359,322,1
890,1330033474,4,246,349,223,29,1
891,1330039112,8,540,1106,350,267,1
892,1330043913,468,209,677,293,191,0
893,1330075995,540,8,1401,350,267,0
894,1330084792,209,468,1075,293,191,0
895,1330095783,44,9,1538,248,29,0
896,1330115098,4,42,357,376,191,1
897,1330116088,4,5,768,351,269,1
898,1330117917,4,532,1223,377,269,1
899,1330134366,425,5,902,351,269,0
900,1330165189,4,425,166,351,269,1
901,1330166961,4,262,585,372,29,1
902,1330186896,42,42,315,376,191,0
903,1330198924,4,205,506,378,191,1
904,1330200903,205,4,49,378,191,0
905,1330250552,4,205,3,378,191,1
906,1330251841,290,8,453,261,191,0
907,1330281480,474,412,204,261,191,0
908,1330282331,468,441,470,357,29,0
909,1330282868,474,290,420,261,191,0
910,1330283527,4,474,69,261,191,1
911,1330287155,474,39,408,375,191,0
912,1330291666,4,39,662,375,191,1
913,1330293840,4,75,2478,374,191,1
914,1330298340,441,75,682,374,191,1
915,1330298502,441,441,117,374,191,1
916,1330349143,369,39,298,375,191,1
917,1330359599,4,262,732,380,191,1
918,1330376447,468,454,801,357,29,0
919,1330437944,262,4,262,380,191,0
920,1330438785,4,262,334,380,191,1
921,1330441788,262,209,7185,293,191,0
922,1330442070,262,4,549,380,191,0
923,1330446095,64,203,3613,279,262,1
924,1330447453,64,42,799,376,191,1
925,1330449555,42,64,110,376,191,0
926,1330449660,64,262,2800,372,29,1
927,1330457795,4,262,20,380,191,1
928,1330458500,4,64,1277,376,191,1
929,1330464383,425,5,938,351,269,0
930,1330466138,10,0,800,363,0,1
931,1330466144,10,0,800,363,0,1
932,1330466503,64,4,1595,376,191,1
933,1330505640,369,536,282,382,262,1
934,1330508788,369,532,489,377,269,1
935,1330509346,369,540,181,365,322,1
936,1330511749,8,75,1282,374,191,1
937,1330511814,540,369,189,365,322,0
938,1330514694,536,369,667,382,262,0
939,1330519569,540,4,1528,365,322,0
940,1330528657,64,42,2903,376,191,1
941,1330530975,63,75,2635,374,191,0
944,1330537869,4,101,1633,384,323,1
943,1330536290,64,101,1562,384,323,1
945,1330539258,4,63,1313,374,191,1
946,1330539939,44,9,691,250,191,0
947,1330545217,369,540,499,365,322,1
948,1330555202,8,532,1155,377,269,1
949,1330556013,8,536,581,382,262,1
950,1330582494,42,64,311,376,191,0
951,1330582563,42,64,311,376,191,0
952,1330590346,101,64,242,384,323,0
953,1330592891,4,8,24,377,269,1
954,1330600988,554,75,594,374,191,0
955,1330608543,4,540,128,365,322,1
956,1330610184,4,554,221,374,191,1
957,1330611544,4,536,1422,382,262,1
958,1330614519,540,4,209,365,322,0
959,1330620396,4,540,427,365,322,1
960,1330627240,468,262,555,372,29,0
961,1330632314,64,101,180,384,323,1
962,1330633933,536,8,828,382,262,0
963,1330634510,536,4,560,382,262,0
964,1330635691,10,64,15,138,29,1
965,1330679513,4,536,201,382,262,1
966,1330681920,369,555,703,387,269,1
967,1330691532,5,101,310,384,323,1
968,1330695572,44,10,979,205,188,0
969,1330696576,474,5,1282,384,323,0
970,1330697722,474,101,419,384,323,0
971,1330697946,4,474,59,384,323,1
972,1330698594,174,5,1381,384,323,0
973,1330699009,474,4,273,384,323,0
974,1330702122,474,412,1431,313,188,0
975,1330702283,474,474,62,261,191,0
976,1330703822,474,44,567,248,29,0
977,1330709440,468,10,1100,205,188,0
978,1330710570,4,474,699,373,323,1
979,1330718760,64,64,3015,359,322,1
980,1330720380,64,10,776,138,29,1
981,1330775987,262,468,2974,357,29,0
982,1330775805,262,468,2974,357,29,0
983,1330775817,64,10,1804,138,29,1
984,1330790236,275,326,1288,255,29,0
985,1330792314,474,4,1495,373,323,0
986,1330793712,209,262,439,293,191,0
987,1330803214,536,101,393,384,323,0
988,1330863488,4,326,1005,255,29,1
989,1330868466,10,351,597,352,191,1
990,1330874268,474,75,1049,374,191,0
991,1330879333,412,474,841,313,188,0
992,1330879387,412,474,72,261,191,0
993,1330883343,275,326,2021,255,29,0
994,1330887081,64,536,267,397,29,1
995,1330889423,474,412,184,261,191,0
996,1330890517,474,412,109,313,188,0
997,1330894157,64,10,6093,268,191,1
998,1330895885,64,10,1442,232,191,1
999,1330935230,4,275,662,255,29,1
1000,1330936230,4,536,408,397,29,1
1001,1330941201,101,536,141,384,323,0
1002,1330941476,101,474,228,384,323,0
1003,1330942447,4,536,207,384,323,1
1004,1330942670,101,4,30,384,323,0
1005,1330943883,351,10,404,352,191,0
1006,1330954350,326,4,2198,255,29,0
1007,1330955774,44,474,773,248,29,0
1008,1330956841,474,44,335,248,29,0
1009,1330960947,474,209,452,293,191,0
1010,1330961805,4,326,1162,255,29,1
1011,1330965688,44,474,44,248,29,0
1012,1330967875,474,36,1472,100,29,0
1013,1330973467,44,360,1063,258,191,0
1014,1330978444,36,474,199,100,29,0
1015,1330979394,474,36,290,100,29,0
1016,1330980267,36,474,557,100,29,0
1017,1330981051,474,36,379,100,29,0
1018,1330982780,10,36,176,100,29,1
1019,1330982936,10,44,204,258,191,1
1020,1330983458,36,10,179,100,29,0
1021,1331025425,275,4,1529,255,29,0
1022,1331032080,4,275,615,255,29,1
1030,1331113997,4,63,1674,374,191,1
1024,1331045229,63,4,1510,374,191,0
1025,1331046016,275,4,2316,255,29,0
1026,1331045882,5,205,1149,378,191,1
1027,1331071215,64,555,1805,387,269,1
1028,1331109996,44,262,312,380,191,0
1029,1331111160,4,555,461,387,269,1
1031,1331125880,64,4,3049,387,269,1
1032,1331126266,76,554,1509,374,191,0
1033,1331126865,76,474,590,374,191,0
1034,1331128686,64,64,2549,387,269,1
1035,1331129347,76,4,1361,374,191,0
1036,1331134708,554,76,152,374,191,0
1037,1331134746,554,76,152,374,191,0
1038,1331138000,8,369,879,387,269,1
1039,1331140991,64,439,1113,407,29,1
1040,1331142539,441,439,454,407,29,1
1041,1331146942,64,8,2149,387,269,1
1044,1331154712,64,42,426,376,191,1
1043,1331148300,64,64,542,387,269,1
1045,1331160868,42,64,410,376,191,0
1046,1331160871,42,64,410,376,191,0
1047,1331176740,64,203,3066,278,44,1
1048,1331201037,554,76,15,374,191,0
1049,1331201110,8,205,1524,378,191,1
1050,1331201331,76,554,18,374,191,0
1051,1331209682,474,351,3214,352,191,0
1052,1331213244,468,262,1999,357,29,0
1053,1331213981,468,536,678,397,29,0
1054,1331219734,474,76,965,374,191,0
1055,1331225148,209,474,1257,293,191,0
1056,1331225412,209,474,12,293,191,0
1057,1331227646,468,209,620,293,191,0
1058,1331234239,8,536,753,397,29,1
1059,1331237470,8,44,348,205,188,1
1060,1331240049,8,441,508,357,29,1
1061,1331281011,554,76,74,374,191,0
