411,2,84,01 - Bootcamp,0
412,0,388,02 - Making a living,0
413,0,1206,01 - Bootcamp,2
414,0,1208,"03 - We, the people",0
415,2,1776,01 - Bootcamp,0
416,2,353,01 - Bootcamp,2
417,2,146,01 - Bootcamp,2
418,2,1815,01 - Bootcamp,0
419,2,45,01 - Bootcamp,2
420,0,2883,01 - Bootcamp,2
421,0,45,02 - Making a living,0
422,0,1656,01 - Bootcamp,6
423,0,498,"03 - We, the people",0
424,2,2959,01 - Bootcamp,0
425,0,888,01 - Bootcamp,10
426,6,3516,01 - Bootcamp,0
427,0,745,01 - Bootcamp,2
428,2,1308,01 - Bootcamp,0
429,0,4032,"03 - We, the people",0
430,0,1434,01 - Bootcamp,2
431,0,1647,02 - Making a living,4
432,2,1380,01 - Bootcamp,0
433,0,1323,01 - Bootcamp,10
434,0,662,"03 - We, the people",0
435,0,3176,"03 - We, the people",0
436,2,897,"03 - We, the people",0
437,0,103,02 - Making a living,4
438,4,1931,02 - Making a living,0
439,0,441,01 - Bootcamp,2
440,0,794,01 - Bootcamp,6
441,0,2401,"03 - We, the people",2
442,0,221,02 - Making a living,4
443,4,246,02 - Making a living,0
445,0,455,02 - Making a living,4
447,2,734,"03 - We, the people",0
448,0,1588,"03 - We, the people",2
449,0,1479,"03 - We, the people",0
450,0,134,02 - Making a living,0
451,0,833,"03 - We, the people",0
452,2,709,"03 - We, the people",0
453,0,213,"03 - We, the people",2
454,0,2628,"03 - We, the people",2
455,0,689,"03 - We, the people",2
456,2,137,"03 - We, the people",0
457,0,1962,"03 - We, the people",2
458,0,138,02 - Making a living,4
459,2,1327,"03 - We, the people",0
460,0,235,"03 - We, the people",2
462,0,885,"03 - We, the people",0
463,0,2426,"03 - We, the people",0
464,0,1936,01 - Bootcamp,4
465,0,2507,"03 - We, the people",0
466,0,3552,01 - Bootcamp,2
467,0,1806,01 - Bootcamp,4
468,0,805,01 - Bootcamp,2
469,0,3,02 - Making a living,0
470,0,4927,01 - Bootcamp,2
471,2,2871,01 - Bootcamp,0
472,4,650,01 - Bootcamp,0
473,4,804,01 - Bootcamp,0
474,0,586,02 - Making a living,0
475,0,91,01 - Bootcamp,0
476,0,1050,02 - Making a living,0
477,0,5352,"03 - We, the people",2
478,0,3154,01 - Bootcamp,2
479,2,817,01 - Bootcamp,2
480,0,1419,01 - Bootcamp,4
481,4,3160,01 - Bootcamp,0
482,0,462,01 - Bootcamp,2
483,0,532,01 - Bootcamp,4
484,2,3138,"03 - We, the people",0
485,2,1365,01 - Bootcamp,2
486,2,1370,"03 - We, the people",2
487,0,6977,01 - Bootcamp,2
488,2,3659,01 - Bootcamp,0
489,2,1695,"03 - We, the people",2
490,0,4256,01 - Bootcamp,2
491,0,4890,"03 - We, the people",13
492,0,575,"03 - We, the people",0
493,0,4157,"03 - We, the people",2
495,0,477,"03 - We, the people",2
496,0,84,"03 - We, the people",0
497,0,228,"03 - We, the people",0
498,0,280,01 - Bootcamp,0
499,0,879,"03 - We, the people",0
500,0,630,"03 - We, the people",2
501,0,572,"03 - We, the people",0
502,0,1741,01 - Bootcamp,4
503,0,425,00 - Undefined,5
504,0,118,00 - Undefined,0
505,0,493,01 - Bootcamp,4
506,0,493,01 - Bootcamp,4
507,0,194,00 - Undefined,5
